logzsol,logu,age_myr,nii_ha,oiii_hb,oii_ha,sii_ha
-1.75,-2.25,3.0,-2.9790891268945177,-0.28959241412211595,-1.5287269750134576,-2.3038545613534973
-1.75,-2.25,4.0,-2.9867699068273956,-0.2861703610455286,-1.5569272404991246,-2.301156762611138
-1.75,-2.25,6.0,-2.989059194109024,-0.29085684374469295,-1.5609646302753735,-2.299675435281381
-1.75,-2.25,8.0,-2.9805203096178325,-0.2910778877574087,-1.5289038976679674,-2.3042867913368883
-1.75,-2.25,10.0,-2.933290100542301,-0.3079150591315738,-1.4415964128392715,-2.308458782500269
-1.75,-2.0,0.5,-3.08026037232473,-0.22626726537716027,-1.6321858216624712,-2.394334501279944
-1.75,-2.0,1.0,-3.08026037232473,-0.22626726537716027,-1.6321858216624712,-2.394334501279944
-1.75,-2.0,2.0,-3.0795778395242737,-0.22666799374791463,-1.6305951355981407,-2.394471424809978
-1.75,-2.0,3.0,-3.0793376622786064,-0.2259523430962412,-1.6285977698726324,-2.3944505592240235
-1.75,-2.0,4.0,-3.085031889833972,-0.22376817279375666,-1.6555028259964102,-2.390928753202539
-1.75,-2.0,6.0,-3.08698782847664,-0.23099850625157026,-1.6587321096372902,-2.3896765881989124
-1.75,-2.0,8.0,-3.0803797361234526,-0.22876477894168837,-1.6285907280283027,-2.3947586333576987
-1.75,-2.0,10.0,-3.0361886398049194,-0.23975186145404587,-1.5427347679050836,-2.401202734301463
-1.75,-1.75,0.5,-3.1544372332700163,-0.1866860270732715,-1.7060472737051036,-2.462838998213126
-1.75,-1.75,1.0,-3.1544372332700163,-0.1866860270732716,-1.7060472737051036,-2.462838998213126
-1.75,-1.75,2.0,-3.153870462357377,-0.18699159993874384,-1.7045759375066785,-2.46306544047365
-1.75,-1.75,3.0,-3.153679786653703,-0.1861896480385643,-1.7026199243476607,-2.4629448261825373
-1.75,-1.75,4.0,-3.157945296958207,-0.1842237819996663,-1.7283237120927994,-2.458665903685862
-1.75,-1.75,6.0,-3.1595900010000313,-0.19415680889072975,-1.7307806777116634,-2.457551414048146
-1.75,-1.75,8.0,-3.1544527409956653,-0.1907299432941916,-1.7024245271916645,-2.4630547880443765
-1.75,-1.75,10.0,-3.113545399894754,-0.1990991584973542,-1.6196514319366488,-2.4715329624887166
-1.75,-1.5,0.5,-3.2286140942153096,-0.14710478876938987,-1.7799087153153155,-2.5313434896046583
-1.75,-1.5,1.0,-3.2286140942153096,-0.14710478876938987,-1.7799087153153152,-2.5313434896046583
-1.75,-1.5,2.0,-3.2281630851806344,-0.14731520610638554,-1.7785567307381354,-2.5316594517374913
-1.75,-1.5,3.0,-3.2280219109794293,-0.14642695274369805,-1.7766420693352942,-2.531439087550793
-1.75,-1.5,4.0,-3.2308586956545584,-0.14467912536381516,-1.801144556531655,-2.5264030461865765
-1.75,-1.5,6.0,-3.2321919888579447,-0.15731501267467587,-1.8028289656907381,-2.52542621515053
-1.75,-1.5,8.0,-3.228525417459111,-0.15269503118691408,-1.7762580061087367,-2.531350798998694
-1.75,-1.5,10.0,-3.1909021599845957,-0.1584464555406555,-1.6965680830699874,-2.5418631905606914
