nii_ha,oiii_hb,sii_ha
-1.5639665023665685,-0.03174066837625852,-2.0370290672816163
-0.25319904222559586,0.3293349774467985,-0.7597629204564809
-0.3828260947432014,-7.128349094588202,-0.2169126304944709
-1.7189985755816082,-0.38267292715683965,-0.8471727050210265
-0.5172321099555361,-0.5792918316194432,-0.9442386306031535
-0.39979482227108315,-0.4632011916584844,-0.48441776007313664
-1.166113900248618,-2.9126660145237295,-0.9934318516303654
-1.1782207132166391,-2.6845508844163035,-0.6849469933192663
-1.2141460275363514,-0.7595723796906809,-0.7575756550511075
-1.124919599743798,-0.37241418273062976,-1.1914126049700275
-1.162335038472989,1.126011115429229,-1.186773341561467
-1.9390121105620324,-1.0365797455637775,-0.9888443091853092
-1.0851949464626713,0.12983130589718428,-0.5399027580672139
-1.0934811618526794,-0.36268952531044363,-1.3713517812193303
-1.536335848582226,-0.3105931211290383,-1.523142674510667
-0.8615543789551552,-1.8457215402815095,-0.9895778136430694
-0.330314667981689,-2.712617868560635,-1.9106294898079803
-2.0230905570074924,0.9694666099971698,-2.7218261078460975
-0.8016485091041119,-2.5552678488193337,-0.5041818667585527
-1.644540815733997,-0.3053556388224975,-1.8534981276310962
-0.047475386946132396,-4.047283003964218,-0.8080856414807438
-0.45596245808146557,-2.12208105222917,-0.42846182152499457
-0.6478948041245333,0.1471756914811949,-1.255347746750339
-1.6086196178272374,0.24798331510809388,-1.3421951722641936
-0.49772367241212834,-3.605860028073195,-1.219430558103134
-0.7964542362899252,-2.5108665297755977,-0.10066396263360626
-1.4807723265292125,-0.7406039655532055,-1.731088723988977
-0.744946285213473,-2.3662682793249417,-0.7138315991469915
-0.8046484912190692,-3.141490140473749,-0.5840087984533934
-1.704575074182408,-1.1877697680222283,-0.9346040257713262
-2.1101282790877747,0.9268528282121834,-1.040069246622625
-3.0502524163824276,0.8965538922386642,-2.1218284399277927
-1.1776858037042857,-0.7122106019719894,-0.7612884531038779
-3.682864125027656,0.5400615030489675,-3.2441867083547695
-0.800600892016206,0.4779548410009582,-0.7765298526283979
-2.4718840886127253,0.44369088082842006,-1.853927641167628
0.12169974729845737,-0.46923950847710216,0.19602670292662158
-1.1151102742019319,-4.333012147165938,-0.7049168521365822
-1.2570299290890645,1.2370633240610687,-0.7206286188308219
-1.8855269073296554,-3.471135586927474,-1.4373571006717627
-1.5388947795329102,0.7181228487644162,-0.7459373801770752
-1.0065591900164108,-0.4171081991782657,-1.5224154131798697
-1.5888502169242074,-4.984543701830077,-0.6804301892830865
-1.4668093773166717,-0.8727307580106684,-0.9753569608803574
-2.212087216081528,0.8203840212095771,-2.0776938476697993
-1.601272893589318,-0.7497258085365317,-1.5205763896521338
-0.7600419899143844,-2.4530787583426417,-0.21492440787386438
-0.4618086478002752,-2.5139875719172267,-0.12622736135960796
-1.7028399608634714,-2.470546002436528,-1.11246256455437
-0.3641194950803808,0.08704688050340077,-0.12407540014399634
-0.8763250252121749,0.7450737568572522,-1.4924454350379166
-1.937204306352065,0.8521226286877948,-2.175798329345589
-0.988974651687613,-3.9671177816719023,-0.2881017949239659
-1.1969398499419341,-3.598900366049513,-1.005458728666368
-0.8759301446388932,-2.656009248937238,0.13146453454853924
-0.9336916405099842,0.20085134011475955,-1.2156564003322208
-0.49586560269685276,-1.7725191631653345,-0.148486148060374
-0.5642544254656983,-0.5656759301871049,-0.6506431792029731
-1.4705759624961843,0.21807995433015748,-0.925846157390136
-1.0086579547914525,-2.399451217356628,-1.0922778271648301
-0.4237853785816625,-1.3578197734885862,-0.0759512604219795
-0.7989286908925806,-1.181255582074506,0.01503034274819523
-1.80416351802414,-0.30690212108027737,-1.1893382324045723
-0.663664808631232,-0.32757158460351116,-0.8859290463119702
-1.407443216495679,-3.1255422300572278,-1.1649117771314215
-1.0552689326566593,-2.6211969282046184,-1.2479741174488432
-1.1052558848110507,1.112428958904701,-0.7629586004054207
-1.3071438663886,-4.25227703828233,-0.3657106510321777
-1.5182506796409854,-0.4364803536681876,-0.2544177337875223
-1.515050118022053,-1.727936648725695,-0.9189744430328864
-1.5086019777466007,-2.1843762533413766,-0.51086078837759
-0.6538502518110718,0.7229794787818733,-0.6213722512270241
-1.5404086675398574,-2.134219648514545,-0.65178977138806
-1.117451401478938,-0.8164213712170181,-0.7896044590009267
-0.651994255444137,-2.2175622682493668,-0.8871423309434502
-1.599744532220555,-2.4580872019611704,-0.29072644352267046
-0.13981009265867078,-0.7647691412747121,-0.511168958884357
-0.7254573457088185,0.5946947034375896,-0.7970996397573707
-0.2661340638523413,-0.11475765538164497,-0.549184236527491
-1.356454587745489,-1.365668506318002,-1.0808123369000642
-0.40368687457173286,0.567759989303589,-0.56265574052721
-1.738977600111028,-4.895392962174469,-1.7749388690537498
-0.6366373166130472,-0.8401620993096515,-0.751933546696359
-1.1261904162387424,-2.729545401675999,-0.08474355916483715
-0.9944019387238825,-2.4878273191526503,-0.5981907570662203
-2.189799393267556,0.4613286956606615,-1.8852990066934776
-0.8257762670696424,-0.5216589823445119,-2.134260496398892
-1.2548006541577905,0.12013870846162432,-0.5592591427845154
-0.8662041471894568,-2.986889958653805,-0.6839856359120293
-1.3711712871775745,-3.0537508008006995,-1.0325698521869373
-0.851775005892307,-0.59096505567652,-1.3403728638385963
-0.8546913680229622,0.018916571577719265,-0.6269252251926757
-1.1838921441849664,0.2388921498748218,-1.321976879384183
-1.8351605505642894,0.2843731418966015,-1.6451644552031648
-0.16234383026115753,-0.8555393419979254,-2.2316509956632298
-0.5496580488299685,-0.9899566446333026,-0.167248325082445
-1.5009633837056242,-1.8735719935545916,-0.35708518487698004
-1.5363850555805172,-0.7483258143198555,-0.9551981989703949
-0.5651386313780762,-4.984659860929874,-1.104054001005679
-0.7080584433179523,-3.9814482884127287,-0.9098188054354035
-2.2427435135788016,-0.2671234062088033,-1.8076785572807428
-0.8581440712241957,-0.9831308836182089,-1.19953025793904
